"First","Last","Player","Team","Season","Min","Pos","Shots","SoT","Dist","Solo","G","xG","xPlace","G-xG","KeyP","Dist.key","A","xA","A-xA","xG+xA","PA","xPA","xG/shot","xA/pass","G-xG/shot","A-xA/pass","Comp ($K)","Team/96","Min/96","Pos/96","Shots/96","SoT/96","G/96","xG/96","xPlace/96","G-xG/96","KeyP/96","A/96","xA/96","A-xA/96","xG+xA/96","PA/96","xPA/96","Comp ($K)/96","extreme1","extreme2","plotnames"
"Aleksandar","Katai","Aleksandar Katai","CHI",2019,1741,"A",81,23,23.764167962458,0.246913580246914,4,5.467,-1.73106423469331,-1.46656826288325,26,14.3504650151462,4,6.66678824521594,-2.66678824521594,12.1333565080992,1.00603639658739,3.43639095537224,0.0674884970726327,0.256414932508305,-0.0181057810232499,-0.102568778662151,1380,"CHI",1741,"A",4.46639862148191,1.26823664560597,0.220562894887995,0.301430530291092,-0.0954521347102573,-0.0808676354030968,1.43365881677197,0.220562894887995,0.367611528742522,-0.147048633854526,0.669042059033614,0.0554735749985006,0.189485084270957,1380,475,454,"Katai"
"Kei","Kamara","Kei Kamara","COL",2019,1870,"F",61,25,15.1058448495097,0.278688524590164,8,10.03,2.14738467477612,-2.0297646153013,16,22.6306875547293,1,1.96599287862372,-0.965992878623722,11.995757493925,4.47393087503189,6.53438988881208,0.164422370742644,0.122874554913983,-0.0332748297590378,-0.0603745549139827,750,"COL",1870,"F",3.13155080213904,1.28342245989305,0.410695187165775,0.51489700698873,0.110240068865512,-0.104201819822955,0.821390374331551,0.0513368983957219,0.100927976656619,-0.049591078260897,0.615824983645349,0.229677734760995,0.335455309799979,750,507,499,"Kamara"
"Alejandro","Pozuelo","Alejandro Pozuelo","TOR",2019,1699,"F",50,24,23.3237034732817,0.32,9,5.375,1.90636698067776,3.62540999693987,61,17.0954929493748,5,6.5922559066717,-1.5922559066717,11.9668459097318,6.35414634941024,4.0175053381826,0.107491800061203,0.108069768961831,0.0725081999387974,-0.026102555847077,3800,"TOR",1699,"F",2.82519128899353,1.35609181871689,0.508534432018835,0.303684897171143,0.107717027748714,0.204849534847691,3.4467333725721,0.282519128899353,0.3724876792469,-0.0899685503475472,0.676172576418043,0.359033578306876,0.22700442169837,3800,473,504,"Pozuelo"
"Alberth","Elis","Alberth Elis","HOU",2019,1322,"A",49,21,15.1890294705088,0.122448979591837,7,6.862,0.882250446765394,0.137890179160787,23,14.6553640866076,6,4.94056178784799,1.05943821215201,11.8026716086872,3.36303637303925,3.80076282277982,0.140043057568147,0.21480703425426,0.00281408528899565,0.0460625309631308,650,"HOU",1322,"A",3.55824508320726,1.5249621785174,0.508320726172466,0.498307521029171,0.0640665982522525,0.0100132051432947,1.67019667170953,0.435703479576399,0.358769993671261,0.0769334859051383,0.857077514700432,0.244214441612532,0.276000931154964,650,491,483,"Elis"
"C.J.","Sapong","C.J. Sapong","CHI",2019,2030,"A",50,22,12.6896699290649,0.16,9,9.597,-1.28907078192282,-0.596681662462984,22,23.1181785680909,1,2.16903429468112,-1.16903429468112,11.7657159571441,6.12101705202998,6.98287599879567,0.19193363324926,0.0985924679400509,-0.0119336332492597,-0.0531379224855054,475,"CHI",2030,"A",2.36453201970443,1.04039408866995,0.425615763546798,0.453833221476082,-0.0609609827904389,-0.028217457929284,1.04039408866995,0.0472906403940887,0.102575020832211,-0.0552843804381219,0.556408242308293,0.289466816253635,0.330224677775559,475,505,506,"Sapong"
"Krisztian","Nemeth","Krisztian Nemeth","SKC",2019,1420,"F",45,16,14.2630623632639,0.155555555555556,7,8.776,-1.25846569129524,-1.77556954013763,19,22.7054486380546,2,2.2775554392638,-0.277555439263804,11.0531249794014,3.62189556739029,3.82175795846096,0.195012656447503,0.119871338908621,-0.0394571008919472,-0.0146081810138844,1064,"SKC",1420,"F",3.04225352112676,1.08169014084507,0.473239436619718,0.593277940741699,-0.0850793706791148,-0.12003850412198,1.28450704225352,0.135211267605634,0.153975578992483,-0.0187643113868487,0.747253519734181,0.244860545401034,0.258372369022713,1064,502,487,"Nemeth"
"Nicolas","Lodeiro","Nicolas Lodeiro","SEA",2019,1723,"A",33,11,23.3018474983398,0.393939393939394,4,4.499,-1.23411548116176,-0.499037764825824,52,14.545293403208,5,6.33265367586272,-1.33265367586272,10.8316914406885,2.71994693398053,2.52667746778135,0.136334477721995,0.121781801458898,-0.0151223565098735,-0.0256279553050523,2502,"SEA",1723,"A",1.83865351131747,0.61288450377249,0.222867092280905,0.250671866177179,-0.0687609322063431,-0.0278047738962734,2.89727219965177,0.278583865351132,0.352835027790378,-0.0742511624392461,0.603506893967557,0.151546666083651,0.140778315094028,2502,460,440,"Lodeiro"
"Chris","Wondolowski","Chris Wondolowski","SJE",2019,1404,"F",46,15,12.2501682128597,0.130434782608696,9,8.892,0.222457475095982,0.108072634533281,17,24.3426079499418,1,1.46869140198979,-0.468691401989786,10.3606187674565,5.10442266183472,4.04695306797261,0.193302768814494,0.0863936118817521,0.00234940509854958,-0.0275700824699874,800,"SJE",1404,"F",3.14529914529915,1.02564102564103,0.615384615384615,0.607995033536186,0.0152107675279304,0.00738958184842946,1.16239316239316,0.0683760683760684,0.100423343725797,-0.0320472753497289,0.708418377261983,0.349020352945964,0.276714739690435,800,503,503,"Wondolowski"
"Cristian","Espinoza","Cristian Espinoza","SJE",2019,1830,"A",65,23,26.7711834765648,0.169230769230769,2,3.147,-0.415413700683259,-1.14704812329966,53,17.7087870359263,7,7.15167943636698,-0.151679436366975,10.2987275596666,0.823482521970998,1.74060252993225,0.048416124973841,0.134937347855981,-0.0176468942046102,-0.00286187615786745,550,"SJE",1830,"A",3.40983606557377,1.20655737704918,0.104918032786885,0.16509104909113,-0.0217921941342037,-0.0601730163042446,2.78032786885246,0.367213114754098,0.375170068793022,-0.00795695403892329,0.540261117884152,0.04319908311979,0.0913102966521835,550,432,393,"Espinoza"
"Saphir","Taider","Saphir Taider","MTL",2019,1955,"M",48,19,19.7353058841279,0.25,7,7.626,0.728408364864324,-0.625630878972033,36,19.6869277672236,4,2.48131119844804,1.51868880155196,10.1069420774201,4.14924930526899,3.93862254070925,0.158867309978584,0.0689253110680012,-0.0130339766452507,0.0421858000431099,1400,"MTL",1955,"M",2.35703324808184,0.932992327365729,0.343734015345269,0.374455531652847,0.0357683902951279,-0.0307215163075781,1.76777493606138,0.196419437340153,0.121844437366247,0.0745749999739068,0.496299969019093,0.20374830348124,0.193405505835339,1400,497,485,"Taider"
"Albert","Rusnak","Albert Rusnak","RSL",2019,1698,"A",45,17,24.0579014208422,0.377777777777778,7,6.264,0.793032840672091,0.735979724407042,52,20.6222722257223,2,3.68704293469877,-1.68704293469877,9.95106321029173,3.72473540818908,3.58990921564696,0.139200450568732,0.0709046718211303,0.0163551049868232,-0.0324431333595918,2002,"RSL",1698,"A",2.54416961130742,0.96113074204947,0.395759717314488,0.35414955621727,0.0448357789779274,0.0416101610972179,2.93992932862191,0.113074204946996,0.208454724223252,-0.0953805192762558,0.562604280440522,0.210585747459453,0.202963065195588,2002,487,484,"Rusnak"
"Nemanja","Nikolic","Nemanja Nikolic","CHI",2019,1318,"F",32,14,13.1959147456098,0.25,6,8.668,-1.1160601687018,-2.66821869326677,11,19.1952348956179,0,1.2449660840112,-1.2449660840112,9.91318477727797,4.05846878267664,5.85268060956736,0.270881834164587,0.113178734910109,-0.0833818341645867,-0.113178734910109,1913,"CHI",1318,"F",2.33080424886191,1.01972685887709,0.437025796661609,0.631372530010326,-0.0812911807248657,-0.194346733348718,0.801213960546282,0,0.090680382446946,-0.090680382446946,0.722052912457272,0.295609258829255,0.426295401000354,1913,501,475,"Nikolic"
"Michael","Barrios","Michael Barrios","FCD",2019,1920,"A",31,11,20.2131382148136,0.225806451612903,2,3.312,-1.00760513511069,-1.3118778742365,50,17.2009470987896,8,6.51012038447216,1.48987961552784,9.82199825870867,1.32370003418358,1.90034302555105,0.106834770136661,0.130202407689443,-0.0423186411044033,0.0297975923105567,500,"FCD",1920,"A",1.55,0.55,0.1,0.165593893711825,-0.0503802567555343,-0.0655938937118252,2.5,0.4,0.325506019223608,0.0744939807763918,0.491099912935433,0.0661850017091789,0.0950171512775524,500,436,390,"Barrios"
"Kacper","Przybylko","Kacper Przybylko","PHI",2019,1558,"F",55,24,16.1690391195803,0.181818181818182,9,8.212,1.04399426263461,0.787663130249921,15,20.5906585511976,1,1.60876364676723,-0.608763646767232,9.82110051651731,6.87612286770737,6.23152235525616,0.149315215813638,0.107250909784482,0.0143211478227258,-0.0405842431178155,277,"PHI",1558,"F",3.38896020539153,1.4788189987163,0.554557124518614,0.506023324451866,0.0643282729222867,0.0485338000667474,0.924261874197689,0.061617458279846,0.0991279268868128,-0.0375104686069668,0.605151251338679,0.423689213928054,0.383970568744924,277,499,502,"Przybylko"
"Nani","Nani","Nani","ORL",2019,1469,"F",42,20,21.1523998025384,0.5,8,6.7,1.96032322015188,1.29984806900602,40,19.1141025584591,4,3.09896822498207,0.901031775017931,9.79912015597605,6.6252861591932,5.49887946972105,0.159527426928428,0.0774742056245517,0.0309487635477623,0.0225257943754483,2486,"ORL",1469,"F",2.74472430224643,1.3070115724983,0.522804628999319,0.437858805565298,0.128108256728782,0.0849458234340214,2.6140231449966,0.26140231449966,0.202519366642804,0.0588829478568559,0.640378172208101,0.432966284058916,0.359354955134936,2486,489,491,"Nani"
"Nicolas","Gaitan","Nicolas Gaitan","CHI",2019,1435,"A",26,10,22.8640908089251,0.384615384615385,4,5.415,-1.1551290155281,-1.41517740224517,39,16.1034135925671,7,4.28981087773293,2.71018912226707,9.7049882799781,1.50987931865051,2.89770695516741,0.208276053932506,0.109995150711101,-0.0544299000863525,0.0694920287760787,2198,"CHI",1435,"A",1.73937282229965,0.668989547038328,0.267595818815331,0.362269707746018,-0.0772769236868971,-0.094673888930687,2.60905923344948,0.468292682926829,0.286983863597464,0.181308819329365,0.649253571343482,0.101009348146654,0.193853566338726,2198,474,439,"Gaitan"
"Sebastian","Blanco","Sebastian Blanco","POR",2019,1771,"A",60,15,22.106208504998,0.25,3,4.299,-0.0777806378086829,-1.29940570871912,52,19.5300026203555,8,5.393794078285,2.606205921715,9.69319978700412,1.94684612644135,2.51476004909934,0.0716567618119854,0.103726809197788,-0.0216567618119854,0.0501193446483654,1375,"POR",1771,"A",3.2523997741389,0.813099943534726,0.162619988706945,0.233056435932827,-0.00421622881402234,-0.0704364472258814,2.81874647092038,0.433653303218521,0.292379577366098,0.141273725852423,0.525436013298925,0.105532031698684,0.136316750261737,1375,455,413,"Blanco"
"Felipe","Gutierrez","Felipe Gutierrez","SKC",2019,1860,"M",47,22,20.5829205812216,0.48936170212766,8,7.441,-0.291764776415823,0.558867269886087,36,21.9348634272784,1,2.23374999110561,-1.23374999110561,9.67488272121952,4.25182673983327,4.6024424252407,0.158321972981147,0.0620486108640447,0.0118907929762997,-0.0342708330862669,1650,"SKC",1860,"M",2.4258064516129,1.13548387096774,0.412903225806452,0.38405846348975,-0.0150588271698489,0.0288447623167012,1.85806451612903,0.0516129032258065,0.11529032212158,-0.0636774188957733,0.49934878561133,0.219449122055911,0.237545415496294,1650,496,493,"Gutierrez"
"Dominic","Dwyer","Dominic Dwyer","ORL",2019,NA,NA,46,17,16.3873219716398,0.0652173913043478,5,7.903,-1.39757530081038,-2.9026858039684,8,13.4719776902662,2,1.77084827796063,0.229151722039365,9.67353408192904,2.28115313558742,4.51128208778834,0.171797517477574,0.221356034745079,-0.0631018653036609,0.0286439652549206,1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,468,"Dwyer"
"Julian","Gressel","Julian Gressel","ATL",2019,1954,"A",48,16,21.872338530143,0.270833333333333,4,4.351,-0.0601720256542269,-0.351211342236428,46,16.1333172732741,6,4.65312460517012,1.34687539482988,9.00433594740655,2.13877012972871,2.88924878445068,0.0906502362965923,0.10115488272109,-0.00731690296325892,0.029279899887606,133,"ATL",1954,"A",2.3582395087001,0.786079836233367,0.196519959058342,0.213774968707624,-0.00295625100450654,-0.017255009649282,2.25997952917093,0.294779938587513,0.228607964225349,0.0661719743621639,0.442382932932973,0.105077754582372,0.141948763207403,133,456,434,"Gressel"
"Daniel","Royer","Daniel Royer","NYRB",2019,1554,"A",44,18,20.8473353748261,0.181818181818182,8,5.811,0.412678936986374,2.18917078697586,20,16.8080882929389,5,3.06111801915608,1.93888198084392,8.87194723218022,4.67111223948362,3.79673265086049,0.132064300296003,0.153055900957804,0.0497538815221787,0.096944099042196,769,"NYRB",1554,"A",2.71814671814672,1.11196911196911,0.494208494208494,0.358970144433924,0.0254936795049498,0.135238349774571,1.23552123552124,0.308880308880309,0.189103815855202,0.119776493025107,0.548073960289125,0.288562918269258,0.234547190786749,769,483,494,"Royer"
"Gyasi","Zardes","Gyasi Zardes","CLB",2019,1797,"F",36,13,13.0323052023133,0.194444444444444,7,7.27,-0.426059925237849,-0.269615700625258,20,21.9715361812703,2,1.46723759451635,0.532762405483649,8.73685329514161,3.98691563914723,5.39672781267609,0.201933769461813,0.0733618797258175,-0.00748932501736827,0.0266381202741825,1472,"CLB",1797,"F",1.92320534223706,0.69449081803005,0.373956594323873,0.388360104207025,-0.0227611312314043,-0.0144035098831523,1.06844741235392,0.106844741235392,0.0783833105584695,0.0284614306769228,0.466743414765495,0.212990484896012,0.288305993331611,1472,494,490,"Zardes"
"Fredy","Montero","Fredy Montero","VAN",2019,1661,"F",43,17,18.5407776988931,0.302325581395349,6,6.946,-0.330768455370172,-0.946083731728166,18,20.1239056314894,2,1.77733875875518,0.222661241244817,8.72342249048335,4.75463044692145,5.98942658280784,0.161536830970422,0.0987410421530657,-0.0220019472494922,0.0123700689580454,968,"VAN",1661,"F",2.48524984948826,0.982540638169777,0.346779048765804,0.401459384856053,-0.0191172617191671,-0.0546803360902492,1.04033714629741,0.115593016255268,0.102723974015953,0.0128690422393151,0.504183358872006,0.274801037269392,0.34616794217312,968,492,471,"Montero"
"Magnus","Eriksson","Magnus Eriksson","SJE",2019,1933,"A",51,14,24.5020356069945,0.294117647058824,4,3.063,-0.632236196056795,0.937182300813951,71,21.2339698321512,6,5.41290270730159,0.58709729269841,8.47572040648764,1.69364896272295,1.31983220687935,0.060055249003648,0.0762380663000224,0.0183761235453716,0.00826897595349873,450,"SJE",1933,"A",2.53285049146405,0.695292291774444,0.198654940506984,0.152110966953886,-0.0313992109785061,0.0465439735530984,3.52612519399897,0.297982410760476,0.268824966322272,0.0291574444382035,0.420935933276158,0.0841129334823605,0.0655477971342044,450,430,452,"Eriksson"
"Cristian","Penilla","Cristian Penilla","NER",2019,1180,"A",37,14,18.2935029348621,0.189189189189189,4,5.09,0.296672320408268,-1.08993408039309,27,18.522062423153,4,3.33624288649215,0.663757113507845,8.42617696688525,2.72931570729395,3.41721966007745,0.13756578595657,0.123564551351561,-0.029457677848462,0.0245835967965869,550,"NER",1180,"A",3.01016949152542,1.13898305084746,0.325423728813559,0.414096331964184,0.0241360531857574,-0.0886726031506246,2.19661016949153,0.325423728813559,0.271423150087497,0.054000578726062,0.685519482051681,0.222046023644253,0.278011090989352,550,470,441,"Penilla"
"Angelo","Rodriguez","Angelo Rodriguez","MIN",2019,1443,"F",39,12,14.2449192925887,0.230769230769231,5,6.774,-0.462568847435616,-1.77380728598393,16,18.8490491073659,1,1.54554897298954,-0.545548972989537,8.31935625897347,3.03218658282475,4.12035720567108,0.17368736630728,0.0965968108118461,-0.0454822381021522,-0.0340968108118461,667,"MIN",1443,"F",2.59459459459459,0.798336798336798,0.332640332640333,0.450648301770241,-0.0307738110560077,-0.118007969129908,1.06444906444906,0.0665280665280665,0.102822384897433,-0.0362943183693663,0.553470686667674,0.201725510707675,0.274119398298284,667,490,459,"Rodriguez"
"Pedro","Santos","Pedro Santos","CLB",2019,2052,"A",50,14,25.0725605000301,0.34,7,4.005,0.485006721758428,2.99547049572756,37,15.0672991453411,3,4.2765698286033,-1.2765698286033,8.28109933287574,5.07443802582659,2.96138117114421,0.0800905900854488,0.11558296834063,0.0599094099145512,-0.0345018872595487,865,"CLB",2052,"A",2.33918128654971,0.654970760233918,0.327485380116959,0.187346409556605,0.0226903729477627,0.140138970560354,1.73099415204678,0.140350877192982,0.200073442273839,-0.0597225650808563,0.387419851830444,0.237400609395396,0.138544148357624,865,449,489,"Santos"
"Gonzalo","Martinez","Gonzalo Martinez","ATL",2019,1402,"A",47,16,26.1383005714295,0.425531914893617,3,4.509,-0.881626776226716,-1.50884926937719,35,18.7098306661217,5,3.76501021955905,1.23498978044095,8.27385948893624,2.92380240195412,4.38790668481272,0.095932963178238,0.10757172055883,-0.0321031759441955,0.0352854222983128,900,"ATL",1402,"A",3.21825962910128,1.09557774607703,0.205420827389444,0.308737182496583,-0.0603681672737266,-0.10331635510714,2.39657631954351,0.342368045649073,0.257803838143844,0.0845642075052289,0.566541020640427,0.200203302844219,0.300455807233966,900,461,419,"Martinez"
"Raul","Ruidiaz","Raul Ruidiaz","SEA",2019,959,"F",38,16,15.1070342411178,0.184210526315789,8,7.415,-0.465657800918877,0.584915229795951,10,22.5388468173573,0,0.847989855740552,-0.847989855740552,8.2630746259446,3.79494459596862,4.38155392311615,0.195133809742212,0.0847989855740552,0.0153925060472619,-0.0847989855740552,1800,"SEA",959,"F",3.80396246089677,1.60166840458811,0.800834202294056,0.742281687111146,-0.0466143366926092,0.0585525151829106,1.00104275286757,0,0.0848874099594296,-0.0848874099594296,0.827169097070575,0.379890178532834,0.43861228010339,1800,495,495,"Ruidiaz"
"Jesus","Ferreira","Jesus Ferreira","FCD",2019,1718,"F",39,15,17.2301402528343,0.256410256410256,6,5.96,0.833477413909093,0.0398856268569919,25,24.4736030908845,3,2.27540901953113,0.724590980468874,8.23552339267413,3.53287203387845,3.14794864337212,0.152823445465205,0.091016360781245,0.00102270838094851,0.028983639218755,70,"FCD",1718,"F",2.17927823050058,0.838183934807916,0.335273573923166,0.333044807812415,0.0465738252242567,0.00222876611075159,1.39697322467986,0.167636786961583,0.127147419019201,0.0404893679423818,0.460192226831616,0.197413105501939,0.175903998698326,70,484,472,"Ferreira"
"Fabrice-Jean","Picault","Fabrice-Jean Picault","PHI",2019,1546,"F",42,16,16.0910973220422,0.19047619047619,3,5.643,-0.950608120142977,-2.64338382944859,17,18.8851521638043,3,2.47826250485371,0.521737495146291,8.1216463343023,1.25136773443445,3.9978673056141,0.134366281653538,0.145780147344336,-0.0629377102249665,0.0306904408909583,174,"PHI",1546,"F",2.60802069857697,0.99353169469599,0.186287192755498,0.35043004374325,-0.0590287060373388,-0.164142850987752,1.05562742561449,0.186287192755498,0.153889521646802,0.0323976711086959,0.504319565390052,0.0777045941175335,0.248250492457279,174,479,414,"Picault"
"Johnny","Russell","Johnny Russell","SKC",2019,1366,"F",36,15,19.1625068845835,0.333333333333333,7,4.012,-0.0363492901891775,2.98811469625555,37,14.6739799328852,3,4.08660955894631,-1.08660955894631,8.09849486269076,4.36520553955631,2.55642769097386,0.111441258437346,0.110448906998549,0.0830031860070986,-0.0293678259174678,1700,"SKC",1366,"F",2.53001464128843,1.05417276720351,0.49194729136164,0.281948015490093,-0.00255456212164059,0.209999275871547,2.60029282576867,0.210834553440703,0.287199500482317,-0.0763649470416146,0.56914751597241,0.306778720203079,0.17966109687664,1700,450,486,"Russell"
"Gerso","Gerso","Gerso","SKC",2019,1349,"F",26,11,17.3811745656995,0.346153846153846,1,4.076,-0.425495919745486,-3.0761276127863,22,16.6961595306866,4,4.02047485262831,-0.020474852628311,8.09660246541461,0.0128740157206642,2.17611526845751,0.156774138953319,0.182748856937651,-0.118312600491781,-0.000930675119468683,550,"SKC",1349,"F",1.85025945144552,0.782802075611564,0.0711638250555967,0.290072832340612,-0.030279917194638,-0.218909007285015,1.56560415122313,0.284655300222387,0.286112369052867,-0.00145706883048025,0.576185201393479,0.000916164202508346,0.154860686265323,550,451,346,"Gerso"
"Teal","Bunbury","Teal Bunbury","NER",2019,1748,"F",46,16,16.8034107208537,0.282608695652174,5,5.995,-1.99690451144069,-0.994833136954794,21,21.3173935156986,1,1.90749661709378,-0.907496617093775,7.90232975404857,3.41779449566207,3.66588393842248,0.130322459499017,0.0908331722425607,-0.0216268073251042,-0.0432141246235131,271,"NER",1748,"F",2.52631578947368,0.878718535469107,0.274599542334096,0.329235687155412,-0.109669812985301,-0.0546361448213159,1.1533180778032,0.0549199084668192,0.104759539611557,-0.0498396311447382,0.433995226766969,0.18770496086016,0.201330010348145,271,486,467,"Bunbury"
"Jamiro","Monteiro","Jamiro Monteiro","PHI",2019,1362,"M",35,17,24.2515266584513,0.285714285714286,4,4.985,0.512046118617885,-0.984591841722871,20,20.1636625362184,6,2.6001319562516,3.3998680437484,7.58472379797447,2.36551529020399,3.4045974741651,0.142416909763511,0.13000659781258,-0.0281311954777963,0.16999340218742,569,"PHI",1362,"M",2.46696035242291,1.19823788546256,0.281938325991189,0.351336869901172,0.0360913563783531,-0.0693985439099821,1.40969162995595,0.422907488986784,0.183269212775443,0.239638276211341,0.534606082676614,0.166732355256669,0.239971628134985,569,467,449,"Monteiro"
